train_loss,valid_loss
1.9811149253693056e-07,5.929973831939606e-08
1.8177825472253477e-07,6.311065262091612e-09
1.8480577356156195e-07,1.1796289392502028e-07
1.9750292422724412e-07,1.0927300123716086e-09
1.7897853819948128e-07,2.1283923348012952e-07
1.9399072151735642e-07,4.3167463380389867e-07
1.8821678731072064e-07,7.744875494116362e-10
1.9188830740342054e-07,1.1156281625919935e-09
1.9105994049165947e-07,2.3814693346745722e-07
1.930838400637569e-07,1.1298498265451446e-08
1.5688522679236556e-07,9.49098144360505e-08
1.7573677407310602e-07,1.705909987966455e-08
1.6552386105019117e-07,9.36426766080937e-07
1.7831918281060825e-07,1.0170731105911083e-09
1.5952230312740549e-07,5.434583852850968e-08
1.8097756935240294e-07,2.6991285440696324e-06
1.643385911662095e-07,1.8211425998041857e-09
1.7684798278316074e-07,1.4631963709395753e-09
1.6761682774591632e-07,6.0202464284842e-10
1.6858013781901883e-07,5.433388252489143e-07
1.7241672728799765e-07,3.95882852733583e-09
1.652302840916627e-07,9.425206654611883e-09
1.5114812166796924e-07,1.6576783650634752e-09
1.4686089246036538e-07,3.9025387448721935e-07
1.554922374220169e-07,2.9008836797099018e-08
1.5484138047053472e-07,4.122307293224973e-07
1.5390750749837422e-07,9.207219371395088e-09
1.5134121953805182e-07,2.451539924853326e-08
1.6393942547877998e-07,8.427993191920299e-08
1.4240524596815797e-07,7.294653756844127e-08
1.6269746710038112e-07,6.259494357389409e-09
1.5463216770451224e-07,8.334620119399006e-10
1.4333707985261974e-07,9.79795250486859e-08
1.613159453634605e-07,3.993130236115879e-07
1.54523699176153e-07,8.863886830946892e-08
1.5445071721880144e-07,6.067952315485551e-07
1.5034892647329823e-07,2.3042043637057455e-07
1.4501246871536645e-07,1.0191054955536553e-07
1.59419238787543e-07,3.216238413112175e-08
1.7403333701998165e-07,1.7092418831410328e-09
1.3248416533125547e-07,5.973509638342497e-10
1.5114100164854705e-07,2.146163542420254e-08
1.6155220852461423e-07,3.1061218375422564e-07
1.5344864402079642e-07,1.3404644607817317e-08
1.4677982990134452e-07,8.719612869375245e-08
1.5371072533550597e-07,8.330223568009388e-08
1.575988028379734e-07,2.984624326055988e-10
1.48926716112537e-07,5.509965811315946e-10
1.5849990398372574e-07,7.639047524132063e-08
1.5331815066281044e-07,1.032601488818822e-09
1.497032823402004e-07,4.332427847657527e-08
1.5988733447944715e-07,1.6723759671914232e-09
1.2315184622669155e-07,3.679963383357669e-08
1.436086208325286e-07,2.216123822533215e-06
1.3439504208873446e-07,7.676076920688502e-08
1.3525058984674338e-07,9.243330446414196e-09
1.4112215799884828e-07,5.06773879394018e-09
1.4187766257052205e-07,3.3252599960083748e-09
1.4361970856715533e-07,1.634696874042163e-09
1.2930874820726856e-07,2.0188262165750833e-07
1.3519166643149266e-07,2.902875879954081e-07
1.4144417838974169e-07,1.0713220064720492e-07
1.3737795657537225e-07,4.661869273074141e-09
1.405897925441805e-07,2.476347815398109e-10
1.1881868983852165e-07,4.8730518617882503e-08
1.1860008739835356e-07,3.0191973938068863e-08
1.248632535803799e-07,1.1810422326045493e-09
1.2563053837112424e-07,1.8497782735569975e-07
1.2329129939106695e-07,9.67688255855137e-08
1.2643947104108062e-07,2.803435945253341e-09
1.2425819700276898e-07,4.2523234391467215e-09
1.2730350231405415e-07,7.334083430935816e-10
1.2735969917258375e-07,4.557568559941198e-09
1.179795819415741e-07,2.2325757357795812e-09
1.2249752153614308e-07,7.640869423539698e-08
1.3148331891848682e-07,2.1060845943073523e-08
1.2041947317772047e-07,4.566698699933388e-10
1.2365360618367867e-07,8.122721640271872e-07
1.2999425696041585e-07,4.531097771784213e-08
1.2059740711204043e-07,3.476265520182172e-10
1.2844417028659017e-07,1.1781551062692112e-06
1.206155038826854e-07,3.0808717078241916e-10
1.1886985984647472e-07,9.415146191808313e-09
1.2815719477733782e-07,4.6651320970643914e-08
1.3167961670015326e-07,1.673545517396254e-09
9.94926144912663e-08,3.1348504979433754e-09
1.1005556302075744e-07,3.544413251953908e-08
1.1408228671511514e-07,1.8723411224641496e-08
1.1326790242873753e-07,1.933862885456013e-07
1.0748339057515081e-07,3.4744166156694216e-07
1.1223157260827158e-07,1.3902718633100145e-08
1.0969147211842649e-07,7.292257837055634e-08
1.159236070912284e-07,3.166874912191512e-07
1.105326330766987e-07,2.056202514116497e-08
1.07451887058115e-07,6.246714958753804e-09
1.1321046881284472e-07,6.388649148296584e-07
1.1239122886761432e-07,1.8235894153425154e-08
9.589262920067787e-08,1.452857808317276e-07
1.0386737323018203e-07,4.7839295058338396e-08
9.922756078378411e-08,1.411372611255975e-09
9.984205783727384e-08,2.893600644711114e-08
9.851106181746709e-08,8.126246231086043e-08
1.0279438109036532e-07,9.548465388320438e-09
1.0767045980580499e-07,4.864076254610457e-07
9.710015626232712e-08,3.5079595531802475e-09
9.673047669129057e-08,6.116718171374676e-10
9.905200762538869e-08,8.565092840626676e-08
1.0139234675378139e-07,1.4966862034171414e-09
1.0306124614407607e-07,2.591712496169407e-10
8.427018591450896e-08,5.947619835448374e-10
9.397472870803133e-08,4.336980354994561e-10
8.80944218679532e-08,1.3861168703499515e-08
9.185523950152596e-08,1.9990217830733552e-07
9.10461726060019e-08,1.1663349992356112e-07
9.270573298241214e-08,7.79989135348084e-09
8.864895544539916e-08,4.888712187494093e-08
9.083383797584184e-08,1.5791909158243318e-08
8.954554455518441e-08,2.409690641913542e-10
9.028801738157899e-08,1.826936063101433e-08
